,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
139908,2019,1,UNITED AIRLINES BANGLADESH LTD.,3,Albuquerque,Houston  ,1905,,1,759
139909,2019,1,UNITED PARCEL SERVICES,3,Albuquerque,Houston  ,656,106,1,759
145658,2019,1,UZBEKISTAN AIRWAYS,7,Albuquerque,Houston  ,1534,110,1,759
145659,2019,1,VIRGIN ATLANTIC AIRLINES,7,Albuquerque,Houston  ,641,89,1,759
147752,2019,1,YEMENIA AIRWAYS,7,Albuquerque,Houston  ,1539,103,1,759
147753,2019,1,AIR INDIA,7,Albuquerque,Houston  ,645,120,1,759
151137,2019,1,AIR INDIA EXPRESS,1,Albuquerque,Houston  ,1145,118,1,759
151138,2019,1,INDIGO,1,Albuquerque,Houston  ,1526,109,1,759
151139,2019,1,JET AIRWAYS,1,Albuquerque,Houston  ,635,88,1,759
153599,2019,1,SPICEJET,4,Albuquerque,Houston  ,628,87,1,759
153600,2019,1,AEROFLOT,4,Albuquerque,Houston  ,1106,108,1,759
153601,2019,1,AEROLOGIC,4,Albuquerque,Houston  ,1547,111,1,759
59006,2019,1,AIR ARABIA,4,Albuquerque,Kansas City  ,1048,87,1,718
62721,2019,1,AIR ASIA X,5,Albuquerque,Kansas City  ,1049,88,1,718
64819,2019,1,AIR ASIA BERHAD,5,Albuquerque,Kansas City  ,1048,94,1,718
136039,2019,1,AIR ASTANA,2,Albuquerque,Kansas City  ,1645,82,1,718
139917,2019,1,AIR AUSTRAL,3,Albuquerque,Kansas City  ,626,89,1,718
139918,2019,1,AIR CANADA,3,Albuquerque,Kansas City  ,1945,92,1,718
145665,2019,1,AIR CHINA,7,Albuquerque,Kansas City  ,821,99,1,718
147759,2019,1,AIR FRANCE,7,Albuquerque,Kansas City  ,821,90,1,718
151146,2019,1,AIR MANAS,1,Albuquerque,Kansas City  ,1050,95,1,718
153607,2019,1,AIR MAURITIUS,4,Albuquerque,Kansas City  ,1643,93,1,718
157326,2019,1,AIR SEYCHELLES,5,Albuquerque,Kansas City  ,1635,85,1,718
158692,2019,1,ALL NIPPON AIRWAYS,1,Albuquerque,Kansas City  ,1045,86,1,718
162407,2019,1,ARIANA AFGHAN,2,Albuquerque,Kansas City  ,1045,98,1,718
164516,2019,1,ASIANA AIRLINES,2,Albuquerque,Kansas City  ,1046,91,1,718
168224,2019,1,AUSTRIAN AIRLINES,3,Albuquerque,Kansas City  ,1045,84,1,718
175886,2019,1,BANGKOK AIRWAYS,3,Albuquerque,Kansas City  ,1046,97,1,718
179596,2019,1,BHUTAN AIRLINES,4,Albuquerque,Kansas City  ,1045,83,1,718
59001,2019,1,BIMAN BANGLADESH,4,Albuquerque,Las Vegas  ,1435,75,1,486
59002,2019,1,BRITISH AIRWAYS,4,Albuquerque,Las Vegas  ,2003,74,1,486
59003,2019,1,BUDHHA AIR,4,Albuquerque,Las Vegas  ,848,71,1,486
62716,2019,1,CATHAY PACIFIC,5,Albuquerque,Las Vegas  ,1432,73,1,486
62717,2019,1,CHINA AIRLINES LTD,5,Albuquerque,Las Vegas  ,1955,79,1,486
62718,2019,1,CHINA EASTERN AIRLINES,5,Albuquerque,Las Vegas  ,846,78,1,486
64814,2019,1,CHINA SOUTHERN ,5,Albuquerque,Las Vegas  ,1438,77,1,486
64815,2019,1,DRAGON AIR,5,Albuquerque,Las Vegas  ,2028,76,1,486
64816,2019,1,DRUK AIR,5,Albuquerque,Las Vegas  ,850,,1,486
68529,2019,1,EGYPT AIR,6,Albuquerque,Las Vegas  ,749,68,1,486
68530,2019,1,EL-AL-ISRAEL,6,Albuquerque,Las Vegas  ,1642,69,1,486
136033,2019,1,EMIRATES AIRLINE,2,Albuquerque,Las Vegas  ,,67,1,486
136034,2019,1,ETHIOPIAN AIRLINES,2,Albuquerque,Las Vegas  ,952,81,1,486
136035,2019,1,ETIHAD AIRLINES,2,Albuquerque,Las Vegas  ,2122,88,1,486
136036,2019,1,EVA AIRWAYS,2,Albuquerque,Las Vegas  ,1315,83,1,486
139910,2019,1,FEDERAL EXPRESS,3,Albuquerque,Las Vegas  ,548,70,1,486
139911,2019,1,FINN AIR,3,Albuquerque,Las Vegas  ,2014,72,1,486
139912,2019,1,FLY DUBAI,3,Albuquerque,Las Vegas  ,1012,82,1,486
145660,2019,1,GULF AIR,7,Albuquerque,Las Vegas  ,1909,85,1,486
145661,2019,1,IRAN AIR,7,Albuquerque,Las Vegas  ,1428,65,1,486
145662,2019,1,IRAQI AIRWAYS,7,Albuquerque,Las Vegas  ,955,64,1,486
59004,2019,1,ISLAND AVIATION SERVICES,4,Albuquerque,Los Angeles  ,552,100,1,677
59005,2019,1,JAPAN AIRLINES,4,Albuquerque,Los Angeles  ,1710,99,1,677
62719,2019,1,KALITTA AIR,5,Albuquerque,Los Angeles  ,550,96,1,677
62720,2019,1,KAM AIR,5,Albuquerque,Los Angeles  ,1711,103,1,677
64817,2019,1,KENYA AIRWAYS,5,Albuquerque,Los Angeles  ,551,95,1,677
64818,2019,1,KLM AIRLINES,5,Albuquerque,Los Angeles  ,1751,97,1,677
68531,2019,1,KOREAN AIR,6,Albuquerque,Los Angeles  ,936,98,1,677
136037,2019,1,KUWAIT AIRWAYS,2,Albuquerque,Los Angeles  ,1201,91,1,677
136038,2019,1,LUFTHANSA,2,Albuquerque,Los Angeles  ,2237,90,1,677
139913,2019,1,MAHAN AIR,3,Albuquerque,Los Angeles  ,1101,88,1,677
139914,2019,1,MALAYSIA AIRLINES,3,Albuquerque,Los Angeles  ,828,92,1,677
139915,2019,1,MALINDO AIRWAYS,3,Albuquerque,Los Angeles  ,2210,108,1,677
139916,2019,1,MIHIN LANKA,3,Albuquerque,Los Angeles  ,1432,94,1,677
145663,2019,1,MYANMAR AIRLINES,7,Albuquerque,Los Angeles  ,2135,102,1,677
145664,2019,1,NEPAL AIRLINES CORPORATION,7,Albuquerque,Los Angeles  ,1210,116,1,677
147757,2019,1,OMAN AIR,7,Albuquerque,Los Angeles  ,2117,106,1,677
147758,2019,1,PAK INTERNATIONAL,7,Albuquerque,Los Angeles  ,1214,105,1,677
151144,2019,1,QATAR AIRWAYS,1,Albuquerque,Los Angeles  ,550,121,1,677
151145,2019,1,REGENT AIRWAYS,1,Albuquerque,Los Angeles  ,1755,101,1,677
153605,2019,1,SAFI AIRWAYS,4,Albuquerque,Los Angeles  ,2030,104,1,677
153606,2019,1,SAUDIA,4,Albuquerque,Los Angeles  ,1208,107,1,677
157324,2019,1,SCAT AIRLINES,5,Albuquerque,Los Angeles  ,2021,89,1,677
157325,2019,1,SHANDONG AIRLINES,5,Albuquerque,Los Angeles  ,1156,112,1,677
158690,2019,1,SILK AIR,1,Albuquerque,Los Angeles  ,552,110,1,677
158691,2019,1,SINGAPORE AIRLINES,1,Albuquerque,Los Angeles  ,1711,130,1,677
162405,2019,1,SRILNKAN AIRWAYS,2,Albuquerque,Los Angeles  ,554,118,1,677
162406,2019,1,SWISS AIR,2,Albuquerque,Los Angeles  ,1709,213,1,677
164514,2019,1,TAJIK AIR,2,Albuquerque,Los Angeles  ,548,202,1,677
164515,2019,1,THAI AIR ASIA,2,Albuquerque,Los Angeles  ,1713,206,1,677
168222,2019,1,THAI AIRWAYS,3,Albuquerque,Los Angeles  ,548,218,1,677
168223,2019,1,THOMAS COOK AIRLINES U.K.,3,Albuquerque,Los Angeles  ,1711,222,1,677
170833,2019,1,TIGER AIRWAYS,6,Albuquerque,Los Angeles  ,1134,195,1,677
170834,2019,1,TRANSAERO AIRLINES,6,Albuquerque,Los Angeles  ,1728,201,1,677
175884,2019,1,TURKISH AIRLINES,3,Albuquerque,Los Angeles  ,552,224,1,677
175885,2019,1,TURKMENISTAN AIRLINES,3,Albuquerque,Los Angeles  ,1709,207,1,677
179594,2019,1,UNITED AIRLINES,4,Albuquerque,Los Angeles  ,551,198,1,677
179595,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Albuquerque,Los Angeles  ,1716,203,1,677
181575,2019,1,UNITED PARCEL SERVICES,4,Albuquerque,Los Angeles  ,555,214,1,677
181576,2019,1,UZBEKISTAN AIRWAYS,4,Albuquerque,Los Angeles  ,1751,192,1,677
184557,2019,1,VIRGIN ATLANTIC AIRLINES,4,Albuquerque,Los Angeles  ,553,211,1,677
59008,2019,1,YEMENIA AIRWAYS,4,Albuquerque,Oakland  ,1934,125,1,889
59009,2019,1,AIR INDIA,4,Albuquerque,Oakland  ,1300,128,1,889
62723,2019,1,AIR INDIA EXPRESS,5,Albuquerque,Oakland  ,1930,141,1,889
62724,2019,1,INDIGO,5,Albuquerque,Oakland  ,1147,121,1,889
64821,2019,1,JET AIRWAYS,5,Albuquerque,Oakland  ,1928,,1,889
64822,2019,1,SPICEJET,5,Albuquerque,Oakland  ,1252,119,1,889
136042,2019,1,AEROFLOT,2,Albuquerque,Oakland  ,2138,120,1,889
136043,2019,1,AEROLOGIC,2,Albuquerque,Oakland  ,1057,118,1,889
136044,2019,1,AIR ARABIA,2,Albuquerque,Oakland  ,,137,1,889
139922,2019,1,AIR ASIA X,3,Albuquerque,Oakland  ,1326,134,1,889
139923,2019,1,AIR ASIA BERHAD,3,Albuquerque,Oakland  ,1022,133,1,889
139924,2019,1,AIR ASTANA,3,Albuquerque,Oakland  ,1130,122,1,889
139925,2019,1,AIR AUSTRAL,3,Albuquerque,Oakland  ,2152,130,1,889
145666,2019,1,AIR CANADA,7,Albuquerque,Oakland  ,1122,140,1,889
147760,2019,1,AIR CHINA,7,Albuquerque,Oakland  ,1109,126,1,889
151148,2019,1,AIR FRANCE,1,Albuquerque,Oakland  ,1929,124,1,889
151149,2019,1,AIR MANAS,1,Albuquerque,Oakland  ,1207,129,1,889
153610,2019,1,AIR MAURITIUS,4,Albuquerque,Oakland  ,1917,148,1,889
153611,2019,1,AIR SEYCHELLES,4,Albuquerque,Oakland  ,601,139,1,889
157329,2019,1,ALL NIPPON AIRWAYS,5,Albuquerque,Oakland  ,1923,132,1,889
157330,2019,1,ARIANA AFGHAN,5,Albuquerque,Oakland  ,558,135,1,889
158694,2019,1,ASIANA AIRLINES,1,Albuquerque,Oakland  ,1944,143,1,889
158695,2019,1,AUSTRIAN AIRLINES,1,Albuquerque,Oakland  ,1151,136,1,889
162409,2019,1,BANGKOK AIRWAYS,2,Albuquerque,Oakland  ,1930,123,1,889
162410,2019,1,BHUTAN AIRLINES,2,Albuquerque,Oakland  ,1149,155,1,889
164518,2019,1,BIMAN BANGLADESH,2,Albuquerque,Oakland  ,2020,127,1,889
329784,2019,1,BRITISH AIRWAYS,3,Albuquerque,Orlando  ,107,170,1,1553
330624,2019,1,BUDHHA AIR,5,Albuquerque,Orlando  ,49,176,1,1553
331505,2019,1,CATHAY PACIFIC,1,Albuquerque,Orlando  ,41,175,1,1553
332069,2019,1,CHINA AIRLINES LTD,3,Albuquerque,Orlando  ,38,169,1,1553
332765,2019,1,CHINA EASTERN AIRLINES,5,Albuquerque,Orlando  ,55,162,1,1553
333774,2019,1,CHINA SOUTHERN ,1,Albuquerque,Orlando  ,31,164,1,1553
334272,2019,1,DRAGON AIR,3,Albuquerque,Orlando  ,35,167,1,1553
334886,2019,1,DRUK AIR,5,Albuquerque,Orlando  ,41,180,1,1553
335903,2019,1,EGYPT AIR,1,Albuquerque,Orlando  ,58,171,1,1553
336462,2019,1,EL-AL-ISRAEL,3,Albuquerque,Orlando  ,26,207,1,1553
336975,2019,1,EMIRATES AIRLINE,5,Albuquerque,Orlando  ,53,163,1,1553
337977,2019,1,ETHIOPIAN AIRLINES,1,Albuquerque,Orlando  ,41,189,1,1553
338611,2019,1,ETIHAD AIRLINES,3,Albuquerque,Orlando  ,143,,1,1553
339075,2019,1,EVA AIRWAYS,4,Albuquerque,Orlando  ,28,,1,1553
59010,2019,1,FEDERAL EXPRESS,4,Albuquerque,Phoenix  ,655,61,1,328
59011,2019,1,FINN AIR,4,Albuquerque,Phoenix  ,1737,64,1,328
59012,2019,1,FLY DUBAI,4,Albuquerque,Phoenix  ,1044,56,1,328
59013,2019,1,GULF AIR,4,Albuquerque,Phoenix  ,1425,57,1,328
59014,2019,1,IRAN AIR,4,Albuquerque,Phoenix  ,1925,50,1,328
62725,2019,1,IRAQI AIRWAYS,5,Albuquerque,Phoenix  ,654,54,1,328
62726,2019,1,ISLAND AVIATION SERVICES,5,Albuquerque,Phoenix  ,1730,65,1,328
62727,2019,1,JAPAN AIRLINES,5,Albuquerque,Phoenix  ,1038,72,1,328
62728,2019,1,KALITTA AIR,5,Albuquerque,Phoenix  ,1418,53,1,328
62729,2019,1,KAM AIR,5,Albuquerque,Phoenix  ,1937,52,1,328
64823,2019,1,KENYA AIRWAYS,5,Albuquerque,Phoenix  ,653,62,1,328
64824,2019,1,KLM AIRLINES,5,Albuquerque,Phoenix  ,1733,,1,328
64825,2019,1,KOREAN AIR,5,Albuquerque,Phoenix  ,1039,58,1,328
64826,2019,1,KUWAIT AIRWAYS,5,Albuquerque,Phoenix  ,1526,49,1,328
64827,2019,1,LUFTHANSA,5,Albuquerque,Phoenix  ,2305,47,1,328
68533,2019,1,MAHAN AIR,6,Albuquerque,Phoenix  ,631,55,1,328
68534,2019,1,MALAYSIA AIRLINES,6,Albuquerque,Phoenix  ,1917,63,1,328
68535,2019,1,MALINDO AIRWAYS,6,Albuquerque,Phoenix  ,1017,59,1,328
68536,2019,1,MIHIN LANKA,6,Albuquerque,Phoenix  ,1652,60,1,328
136045,2019,1,MYANMAR AIRLINES,2,Albuquerque,Phoenix  ,1528,48,1,328
136046,2019,1,NEPAL AIRLINES CORPORATION,2,Albuquerque,Phoenix  ,1946,68,1,328
136047,2019,1,OMAN AIR,2,Albuquerque,Phoenix  ,1015,51,1,328
136048,2019,1,PAK INTERNATIONAL,2,Albuquerque,Phoenix  ,,66,1,328
136049,2019,1,QATAR AIRWAYS,2,Albuquerque,Phoenix  ,856,69,1,328
136050,2019,1,REGENT AIRWAYS,2,Albuquerque,Phoenix  ,1220,70,1,328
139926,2019,1,SAFI AIRWAYS,3,Albuquerque,Phoenix  ,1921,71,1,328
139927,2019,1,SAUDIA,3,Albuquerque,Phoenix  ,1558,67,1,328
139928,2019,1,SCAT AIRLINES,3,Albuquerque,Phoenix  ,1000,76,1,328
226659,2019,1,SHANDONG AIRLINES,6,Albuquerque,Salt Lake City  ,604,80,1,493
250184,2019,1,SILK AIR,5,Albuquerque,Salt Lake City  ,553,77,1,493
250624,2019,1,SINGAPORE AIRLINES,5,Albuquerque,Salt Lake City  ,1751,83,1,493
277244,2019,1,SRILNKAN AIRWAYS,5,Albuquerque,Salt Lake City  ,555,75,1,493
279580,2019,1,SWISS AIR,6,Albuquerque,Salt Lake City  ,556,88,1,493
281352,2019,1,TAJIK AIR,7,Albuquerque,Salt Lake City  ,548,84,1,493
284873,2019,1,THAI AIR ASIA,1,Albuquerque,Salt Lake City  ,554,87,1,493
287459,2019,1,THAI AIRWAYS,2,Albuquerque,Salt Lake City  ,542,74,1,493
290136,2019,1,THOMAS COOK AIRLINES U.K.,3,Albuquerque,Salt Lake City  ,553,78,1,493
292736,2019,1,TIGER AIRWAYS,4,Albuquerque,Salt Lake City  ,609,73,1,493
295106,2019,1,TRANSAERO AIRLINES,4,Albuquerque,Salt Lake City  ,554,67,1,493
297390,2019,1,TURKISH AIRLINES,2,Albuquerque,Salt Lake City  ,554,71,1,493
299939,2019,1,TURKMENISTAN AIRLINES,3,Albuquerque,Salt Lake City  ,556,89,1,493
302285,2019,1,UNITED AIRLINES,6,Albuquerque,Salt Lake City  ,551,82,1,493
304285,2019,1,UNITED AIRLINES BANGLADESH LTD.,7,Albuquerque,Salt Lake City  ,547,76,1,493
306725,2019,1,UNITED PARCEL SERVICES,1,Albuquerque,Salt Lake City  ,552,72,1,493
541268,2019,1,UZBEKISTAN AIRWAYS,7,Albuquerque,Salt Lake City  ,555,80,1,493
59015,2019,1,VIRGIN ATLANTIC AIRLINES,4,Albuquerque,San Diego  ,1818,93,1,628
59016,2019,1,YEMENIA AIRWAYS,4,Albuquerque,San Diego  ,626,98,1,628
62730,2019,1,AIR INDIA,5,Albuquerque,San Diego  ,1815,91,1,628
62731,2019,1,AIR INDIA EXPRESS,5,Albuquerque,San Diego  ,623,101,1,628
64828,2019,1,INDIGO,5,Albuquerque,San Diego  ,1829,90,1,628
64829,2019,1,JET AIRWAYS,5,Albuquerque,San Diego  ,628,88,1,628
68537,2019,1,SPICEJET,6,Albuquerque,San Diego  ,756,86,1,628
136051,2019,1,AEROFLOT,2,Albuquerque,San Diego  ,2031,85,1,628
136052,2019,1,AEROLOGIC,2,Albuquerque,San Diego  ,601,92,1,628
139931,2019,1,AIR ARABIA,3,Albuquerque,San Diego  ,1537,99,1,628
145671,2019,1,AIR ASIA X,7,Albuquerque,San Diego  ,805,95,1,628
145672,2019,1,AIR ASIA BERHAD,7,Albuquerque,San Diego  ,1855,89,1,628
147765,2019,1,AIR ASTANA,7,Albuquerque,San Diego  ,804,107,1,628
147766,2019,1,AIR AUSTRAL,7,Albuquerque,San Diego  ,1914,103,1,628
151155,2019,1,AIR CANADA,1,Albuquerque,San Diego  ,1830,96,1,628
151156,2019,1,AIR CHINA,1,Albuquerque,San Diego  ,625,87,1,628
153617,2019,1,AIR FRANCE,4,Albuquerque,San Diego  ,1803,94,1,628
153618,2019,1,AIR MANAS,4,Albuquerque,San Diego  ,1012,97,1,628
157337,2019,1,AIR MAURITIUS,5,Albuquerque,San Diego  ,1739,83,1,628
157338,2019,1,AIR SEYCHELLES,5,Albuquerque,San Diego  ,1010,111,1,628
158701,2019,1,ALL NIPPON AIRWAYS,1,Albuquerque,San Diego  ,1815,105,1,628
158702,2019,1,ARIANA AFGHAN,1,Albuquerque,San Diego  ,627,104,1,628
162416,2019,1,ASIANA AIRLINES,2,Albuquerque,San Diego  ,1813,109,1,628
162417,2019,1,AUSTRIAN AIRLINES,2,Albuquerque,San Diego  ,627,113,1,628
164525,2019,1,BANGKOK AIRWAYS,2,Albuquerque,San Diego  ,1818,100,1,628
164526,2019,1,BHUTAN AIRLINES,2,Albuquerque,San Diego  ,636,82,1,628
168233,2019,1,BIMAN BANGLADESH,3,Albuquerque,San Diego  ,1816,,1,628
168234,2019,1,BRITISH AIRWAYS,3,Albuquerque,San Diego  ,624,130,1,628
170841,2019,1,BUDHHA AIR,6,Albuquerque,San Diego  ,1101,145,1,628
175895,2019,1,CATHAY PACIFIC,3,Albuquerque,San Diego  ,1820,147,1,628
175896,2019,1,CHINA AIRLINES LTD,3,Albuquerque,San Diego  ,626,149,1,628
179605,2019,1,CHINA EASTERN AIRLINES,4,Albuquerque,San Diego  ,1853,139,1,628
179606,2019,1,CHINA SOUTHERN ,4,Albuquerque,San Diego  ,628,135,1,628
181586,2019,1,DRAGON AIR,4,Albuquerque,San Diego  ,1823,133,1,628
181587,2019,1,DRUK AIR,4,Albuquerque,San Diego  ,628,134,1,628
184568,2019,1,EGYPT AIR,4,Albuquerque,San Diego  ,1819,122,1,628
184569,2019,1,EL-AL-ISRAEL,4,Albuquerque,San Diego  ,628,136,1,628
190319,2019,1,EMIRATES AIRLINE,5,Albuquerque,San Diego  ,1820,148,1,628
190320,2019,1,ETHIOPIAN AIRLINES,5,Albuquerque,San Diego  ,624,152,1,628
194036,2019,1,ETIHAD AIRLINES,6,Albuquerque,San Diego  ,753,141,1,628
235250,2019,1,EVA AIRWAYS,2,Albuquerque,San Diego  ,759,129,1,628
242668,2019,1,FEDERAL EXPRESS,1,Albuquerque,San Diego  ,747,126,1,628
244873,2019,1,FINN AIR,2,Albuquerque,San Diego  ,752,144,1,628
256199,2019,1,FLY DUBAI,5,Albuquerque,San Diego  ,757,137,1,628
258389,2019,1,GULF AIR,6,Albuquerque,San Diego  ,756,127,1,628
397459,2019,1,IRAN AIR,6,Albuquerque,San Diego  ,751,151,1,628
400384,2019,1,IRAQI AIRWAYS,7,Albuquerque,San Diego  ,806,143,1,628
400385,2019,1,ISLAND AVIATION SERVICES,7,Albuquerque,San Diego  ,1913,146,1,628
407734,2019,1,JAPAN AIRLINES,7,Albuquerque,San Diego  ,1148,138,1,628
407735,2019,1,KALITTA AIR,7,Albuquerque,San Diego  ,2214,125,1,628
411442,2019,1,KAM AIR,1,Albuquerque,San Diego  ,1815,131,1,628
411443,2019,1,KENYA AIRWAYS,1,Albuquerque,San Diego  ,642,123,1,628
413548,2019,1,KLM AIRLINES,1,Albuquerque,San Diego  ,1817,117,1,628
413549,2019,1,KOREAN AIR,1,Albuquerque,San Diego  ,628,124,1,628
417265,2019,1,KUWAIT AIRWAYS,2,Albuquerque,San Diego  ,1817,132,1,628
139932,2019,1,LUFTHANSA,3,Albuquerque,San Jose  ,1531,116,1,870
145673,2019,1,MAHAN AIR,7,Albuquerque,San Jose  ,741,138,1,870
147767,2019,1,MALAYSIA AIRLINES,7,Albuquerque,San Jose  ,741,128,1,870
400386,2019,1,MALINDO AIRWAYS,7,Albuquerque,San Jose  ,740,129,1,870
407736,2019,1,MIHIN LANKA,7,Albuquerque,San Jose  ,1130,137,1,870
263594,2019,1,MYANMAR AIRLINES,6,Albuquerque,Seattle  ,842,182,1,1180
264199,2019,1,NEPAL AIRLINES CORPORATION,7,Albuquerque,Seattle  ,836,181,1,1180
264875,2019,1,OMAN AIR,1,Albuquerque,Seattle  ,847,184,1,1180
265536,2019,1,PAK INTERNATIONAL,2,Albuquerque,Seattle  ,830,175,1,1180
266188,2019,1,QATAR AIRWAYS,3,Albuquerque,Seattle  ,835,168,1,1180
266858,2019,1,REGENT AIRWAYS,4,Albuquerque,Seattle  ,835,165,1,1180
267553,2019,1,SAFI AIRWAYS,2,Albuquerque,Seattle  ,854,169,1,1180
268279,2019,1,SAUDIA,3,Albuquerque,Seattle  ,1038,160,1,1180
269010,2019,1,SCAT AIRLINES,4,Albuquerque,Seattle  ,854,186,1,1180
269742,2019,1,SHANDONG AIRLINES,5,Albuquerque,Seattle  ,844,174,1,1180
270445,2019,1,SILK AIR,6,Albuquerque,Seattle  ,851,171,1,1180
271135,2019,1,SINGAPORE AIRLINES,7,Albuquerque,Seattle  ,849,166,1,1180
271829,2019,1,SRILNKAN AIRWAYS,1,Albuquerque,Seattle  ,846,153,1,1180
272501,2019,1,SWISS AIR,2,Albuquerque,Seattle  ,838,150,1,1180
273156,2019,1,TAJIK AIR,3,Albuquerque,Seattle  ,837,155,1,1180
273828,2019,1,THAI AIR ASIA,4,Albuquerque,Seattle  ,831,162,1,1180
274518,2019,1,THAI AIRWAYS,5,Albuquerque,Seattle  ,829,172,1,1180
501542,2019,1,THOMAS COOK AIRLINES U.K.,6,Albuquerque,Seattle  ,838,188,1,1180
502150,2019,1,TIGER AIRWAYS,7,Albuquerque,Seattle  ,836,187,1,1180
502827,2019,1,TRANSAERO AIRLINES,1,Albuquerque,Seattle  ,832,161,1,1180
503486,2019,1,TURKISH AIRLINES,2,Albuquerque,Seattle  ,840,194,1,1180
504139,2019,1,TURKMENISTAN AIRLINES,3,Albuquerque,Seattle  ,837,192,1,1180
504807,2019,1,UNITED AIRLINES,4,Albuquerque,Seattle  ,839,177,1,1180
5608,2019,1,UNITED AIRLINES BANGLADESH LTD.,6,Alexandria,Atlanta ,549,87,1,500
5609,2019,1,UNITED PARCEL SERVICES,1,Alexandria,Atlanta ,550,73,1,500
5610,2019,1,UZBEKISTAN AIRWAYS,2,Alexandria,Atlanta ,601,78,1,500
5611,2019,1,VIRGIN ATLANTIC AIRLINES,3,Alexandria,Atlanta ,544,69,1,500
5612,2019,1,YEMENIA AIRWAYS,4,Alexandria,Atlanta ,554,75,1,500
5613,2019,1,AIR INDIA,5,Alexandria,Atlanta ,541,72,1,500
5614,2019,1,AIR INDIA EXPRESS,6,Alexandria,Atlanta ,554,79,1,500
5615,2019,1,INDIGO,1,Alexandria,Atlanta ,547,89,1,500
5616,2019,1,JET AIRWAYS,2,Alexandria,Atlanta ,545,76,1,500
5617,2019,1,SPICEJET,3,Alexandria,Atlanta ,601,71,1,500
5618,2019,1,AEROFLOT,4,Alexandria,Atlanta ,549,70,1,500
5619,2019,1,AEROLOGIC,5,Alexandria,Atlanta ,545,77,1,500
5620,2019,1,AIR ARABIA,6,Alexandria,Atlanta ,727,74,1,500
5621,2019,1,AIR ASIA X,7,Alexandria,Atlanta ,555,65,1,500
5622,2019,1,AIR ASIA BERHAD,1,Alexandria,Atlanta ,552,82,1,500
5623,2019,1,AIR ASTANA,2,Alexandria,Atlanta ,555,68,1,500
5624,2019,1,AIR AUSTRAL,3,Alexandria,Atlanta ,552,,1,500
5625,2019,1,AIR CANADA,4,Alexandria,Atlanta ,559,80,1,500
5626,2019,1,AIR CHINA,5,Alexandria,Atlanta ,554,66,1,500
5627,2019,1,AIR FRANCE,6,Alexandria,Atlanta ,613,96,1,500
5628,2019,1,AIR MANAS,1,Alexandria,Atlanta ,558,67,1,500
5629,2019,1,AIR MAURITIUS,2,Alexandria,Atlanta ,557,64,1,500
46231,2019,1,AIR SEYCHELLES,3,Alexandria,Dallas  ,1036,53,1,285
46232,2019,1,ALL NIPPON AIRWAYS,4,Alexandria,Dallas  ,1020,51,1,285
46233,2019,1,ARIANA AFGHAN,5,Alexandria,Dallas  ,1015,53,1,285
46234,2019,1,ASIANA AIRLINES,6,Alexandria,Dallas  ,1014,53,1,285
46235,2019,1,AUSTRIAN AIRLINES,7,Alexandria,Dallas  ,1321,54,1,285
46236,2019,1,BANGKOK AIRWAYS,1,Alexandria,Dallas  ,1027,53,1,285
46237,2019,1,BHUTAN AIRLINES,2,Alexandria,Dallas  ,1008,48,1,285
46238,2019,1,BIMAN BANGLADESH,3,Alexandria,Dallas  ,1039,50,1,285
46239,2019,1,BRITISH AIRWAYS,4,Alexandria,Dallas  ,1013,51,1,285
46240,2019,1,BUDDHA AIR,5,Alexandria,Dallas  ,1014,59,1,285
46241,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,6,Alexandria,Dallas  ,1017,57,1,285
46242,2019,1,CATHAY PACIFIC,7,Alexandria,Dallas  ,1010,54,1,285
46243,2019,1,CHINA AIRLINES LTD,1,Alexandria,Dallas  ,1019,53,1,285
46244,2019,1,CHINA EASTERN AIRLINES,2,Alexandria,Dallas  ,1012,60,1,285
46245,2019,1,CHINA SOUTHERN ,3,Alexandria,Dallas  ,1014,59,1,285
46246,2019,1,DRAGON AIR,4,Alexandria,Dallas  ,1017,57,1,285
46247,2019,1,DRUK AIR,5,Alexandria,Dallas  ,1050,56,1,285
46248,2019,1,EGYPT AIR,6,Alexandria,Dallas  ,1009,54,1,285
46249,2019,1,EL-AL-ISRAEL,7,Alexandria,Dallas  ,1010,49,1,285
46250,2019,1,EMIRATES AIRLINE,1,Alexandria,Dallas  ,1009,53,1,285
46251,2019,1,ETHIOPIAN AIRLINES,2,Alexandria,Dallas  ,1013,57,1,285
46252,2019,1,ETIHAD AIRLINES,3,Alexandria,Dallas  ,1016,49,1,285
46253,2019,1,EVA AIRWAYS,4,Alexandria,Dallas  ,1011,57,1,285
46254,2019,1,FEDERAL EXPRESS,5,Alexandria,Dallas  ,1028,58,1,285
46255,2019,1,FINN AIR,6,Alexandria,Dallas  ,1024,55,1,285
46256,2019,1,FLY DUBAI,7,Alexandria,Dallas  ,1027,50,1,285
46257,2019,1,GULF AIR,1,Alexandria,Dallas  ,1024,49,1,285
46258,2019,1,IRAN AIR,2,Alexandria,Dallas  ,1010,52,1,285
46259,2019,1,IRAQI AIRWAYS,3,Alexandria,Dallas  ,1011,54,1,285
46260,2019,1,ISLAND AVIATION SERVICES,4,Alexandria,Dallas  ,1008,56,1,285
